host,port,endpoint,source,declared_region,declared_speed_MBps,measured_speed_MBps,latency_ms,exit_ip,exit_country_code,exit_region_name,cf_colo,is_cloudflare,service_score,google_ok,youtube_ok,gpt_ok,service_error,selection_stage,status,error,raw_line
155.248.181.189,443,155.248.181.189:443,bestcf_pages_dev_tiancheng_all_txt,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,155.248.181.189:443#天诚优选1 | 小日本子 | JP | 155.248.181.189:443
162.159.160.84,443,162.159.160.84:443,raw_githubusercontent_com_hubbylei_bestcf_refs_heads_main_bestcf_txt,,,,1334,,,未知,,True,0,,,,,,latency_too_high,1334ms > 1000ms,162.159.160.84
162.159.160.78,443,162.159.160.78:443,raw_githubusercontent_com_ymyuuu_IPDB_refs_heads_main_BestCF_bestcfv4_txt,,,,1431,,,未知,,True,0,,,,,,latency_too_high,1431ms > 1000ms,162.159.160.78
162.159.25.133,2087,162.159.25.133:2087,gshtwy_wetest_v4,新加坡,,,1228,,,未知,,True,0,,,,,,latency_too_high,1228ms > 1000ms,162.159.25.133:2087#电信-SIN-2087-WS-TLS
158.51.110.61,8443,158.51.110.61:8443,tiancheng2,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,158.51.110.61:8443#天诚优选2 | 小日本子 | JP | 158.51.110.61:8443
159.138.138.87,443,159.138.138.87:443,xinyitang3,HK,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,159.138.138.87:443#Mia优选 | HK @MiaChatChannel | 159.138.138.87:443
16.76.68.102,443,16.76.68.102:443,xinyitang3,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,16.76.68.102:443#Mia优选 | JP @MiaChatChannel | 16.76.68.102:443
162.220.13.14,8443,162.220.13.14:8443,bestcf_pages_dev_tiancheng_all_txt,US,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 503: Service Unavailable,162.220.13.14:8443#天诚优选1 | 大漂亮国 | US | 162.220.13.14:8443
162.159.16.79,443,162.159.16.79:443,wetest,新加坡,,,2779,,,未知,,True,0,,,,,,latency_too_high,2779ms > 1000ms,162.159.16.79:443#微测优选 | 电信 | SIN | 162.159.16.79
162.158.0.1,443,162.158.0.1:443,bestcf_pages_dev_entryip_50_txt,,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,162.158.0.1:443#162.158.0.1 | 泛分发网段，覆盖全球各大ISP中心
162.158.10.1,443,162.158.10.1:443,bestcf_pages_dev_entryip_50_txt,,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,162.158.10.1:443#162.158.10.1 | 中转加速点，针对长途链路握手优化
162.159.62.158,443,162.159.62.158:443,wetest,新加坡,,,1233,,,未知,,True,0,,,,,,latency_too_high,1233ms > 1000ms,162.159.62.158:443#微测优选 | 电信 | SIN | 162.159.62.158
162.159.9.167,2096,162.159.9.167:2096,gshtwy_wetest_v4,新加坡,,,1247,,,未知,,True,0,,,,,,latency_too_high,1247ms > 1000ms,162.159.9.167:2096#电信-SIN-2096-WS-TLS
163.61.74.121,443,163.61.74.121:443,cf_junzhen_qzz_io_best_ips_txt,VN,,,1586,,,未知,,False,0,,,,,,latency_too_high,1586ms > 1000ms,163.61.74.121:443#VN [高速 by Jz 17M]
162.159.4.75,443,162.159.4.75:443,wetest,新加坡,,,2769,,,未知,,True,0,,,,,,latency_too_high,2769ms > 1000ms,162.159.4.75:443#微测优选 | 电信 | SIN | 162.159.4.75
168.138.46.67,443,168.138.46.67:443,bestcf_pages_dev_tiancheng_all_txt,JP,,,1499,,,未知,,False,0,,,,,,latency_too_high,1499ms > 1000ms,168.138.46.67:443#天诚优选1 | 小日本子 | JP | 168.138.46.67:443
162.159.14.121,443,162.159.14.121:443,gshtwy_wetest_v4,新加坡,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,162.159.14.121:443#电信-SIN-443-WS-TLS
172.65.0.1,443,172.65.0.1:443,bestcf_pages_dev_entryip_50_txt,,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 503: Service Unavailable,172.65.0.1:443#172.65.0.1 | 实时通信段，针对协议转发抖动优化
172.64.159.137,443,172.64.159.137:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,1222,,,未知,,True,0,,,,,,latency_too_high,1222ms > 1000ms,172.64.159.137:443#US-55c9410
162.159.6.173,443,162.159.6.173:443,wetest,新加坡,,,2933,,,未知,,True,0,,,,,,latency_too_high,2933ms > 1000ms,162.159.6.173:443#微测优选 | 电信 | SIN | 162.159.6.173
165.154.226.214,27017,165.154.226.214:27017,bestcf_pages_dev_tiancheng_all_txt,TW,,,2464,,,未知,,False,0,,,,,,latency_too_high,2464ms > 1000ms,165.154.226.214:27017#天诚优选1 | 宝岛正妹 | TW | 165.154.226.214:27017
167.172.87.155,443,167.172.87.155:443,tiancheng2,SG,,,2479,,,未知,,False,0,,,,,,latency_too_high,2479ms > 1000ms,167.172.87.155:443#天诚优选2 | 坡县狮城 | SG | 167.172.87.155:443
162.159.19.48,443,162.159.19.48:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,162.159.19.48:443#US-f74145
162.159.24.131,443,162.159.24.131:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,162.159.24.131:443#US-af9416
162.159.36.79,443,162.159.36.79:443,bestcf_pages_dev_cfyes_ipv4_txt,,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,162.159.36.79:443#CFYes优选 | 电信 | 162.159.36.79
172.67.66.183,443,172.67.66.183:443,raw_githubusercontent_com_hubbylei_bestcf_refs_heads_main_bestcf_txt,,,,1288,,,未知,,True,0,,,,,,latency_too_high,1288ms > 1000ms,172.67.66.183
162.159.39.28,443,162.159.39.28:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,162.159.39.28:443#US-428300
168.138.165.174,443,168.138.165.174:443,bestcf_pages_dev_tiancheng_all_txt,SG,,,3632,,,未知,,False,0,,,,,,latency_too_high,3632ms > 1000ms,168.138.165.174:443#天诚优选1 | 坡县狮城 | SG | 168.138.165.174:443
162.159.39.64,443,162.159.39.64:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,162.159.39.64:443#US-ef09510
162.159.40.103,443,162.159.40.103:443,gshtwy_wetest_v4,新加坡,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,162.159.40.103:443#电信-SIN-443-WS-TLS
162.159.40.175,443,162.159.40.175:443,gshtwy_wetest_v4,美国,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,162.159.40.175:443#联通-LAX-443-WS-TLS
162.159.58.65,443,162.159.58.65:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,162.159.58.65:443#US-d60140
167.71.221.62,443,167.71.221.62:443,tiancheng2,SG,,,4556,,,未知,,False,0,,,,,,latency_too_high,4556ms > 1000ms,167.71.221.62:443#天诚优选2 | 坡县狮城 | SG | 167.71.221.62:443
178.128.19.168,443,178.128.19.168:443,tiancheng2,SG,,,1924,,,未知,,False,0,,,,,,latency_too_high,1924ms > 1000ms,178.128.19.168:443#天诚优选2 | 坡县狮城 | SG | 178.128.19.168:443
165.245.178.114,443,165.245.178.114:443,tiancheng2,SG,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,165.245.178.114:443#天诚优选2 | 坡县狮城 | SG | 165.245.178.114:443
166.88.97.209,443,166.88.97.209:443,tiancheng2,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,166.88.97.209:443#天诚优选2 | 小日本子 | JP | 166.88.97.209:443
172.104.53.25,443,172.104.53.25:443,tiancheng2,SG,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,172.104.53.25:443#天诚优选2 | 坡县狮城 | SG | 172.104.53.25:443
172.104.53.198,443,172.104.53.198:443,tiancheng2,SG,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,172.104.53.198:443#天诚优选2 | 坡县狮城 | SG | 172.104.53.198:443
172.104.97.39,443,172.104.97.39:443,tiancheng2,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,172.104.97.39:443#天诚优选2 | 小日本子 | JP | 172.104.97.39:443
172.236.154.50,443,172.236.154.50:443,tiancheng2,SG,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,172.236.154.50:443#天诚优选2 | 坡县狮城 | SG | 172.236.154.50:443
172.64.0.1,443,172.64.0.1:443,bestcf_pages_dev_entryip_50_txt,,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,172.64.0.1:443#172.64.0.1 | 边缘处理点，负载策略松，接入响应快
188.166.245.164,443,188.166.245.164:443,tiancheng2,SG,,,1823,,,未知,,False,0,,,,,,latency_too_high,1823ms > 1000ms,188.166.245.164:443#天诚优选2 | 坡县狮城 | SG | 188.166.245.164:443
172.64.82.114,443,172.64.82.114:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,172.64.82.114:443#US-45daf5
172.67.0.1,443,172.67.0.1:443,bestcf_pages_dev_entryip_50_txt,,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,172.67.0.1:443#172.67.0.1 | Anycast入口，针对中国骨干网深度优化
172.68.0.1,443,172.68.0.1:443,bestcf_pages_dev_entryip_50_txt,,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,172.68.0.1:443#172.68.0.1 | 区域中转，针对特定ISP线路差异化通告
172.69.0.1,443,172.69.0.1:443,bestcf_pages_dev_entryip_50_txt,,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,172.69.0.1:443#172.69.0.1 | 流量汇聚网，特征复杂，利于协议混淆
185.81.28.39,443,185.81.28.39:443,tiancheng2,SG,,,3609,,,未知,,False,0,,,,,,latency_too_high,3609ms > 1000ms,185.81.28.39:443#天诚优选2 | 坡县狮城 | SG | 185.81.28.39:443
192.18.136.86,9002,192.18.136.86:9002,bestcf_pages_dev_tiancheng_all_txt,US,,,2253,,,未知,,False,0,,,,,,latency_too_high,2253ms > 1000ms,192.18.136.86:9002#天诚优选1 | 大漂亮国 | US | 192.18.136.86:9002
172.70.0.1,443,172.70.0.1:443,bestcf_pages_dev_entryip_50_txt,,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,172.70.0.1:443#172.70.0.1 | 基础设施段，极高在线率，长连接极稳
173.245.48.1,443,173.245.48.1:443,bestcf_pages_dev_entryip_50_txt,,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,173.245.48.1:443#173.245.48.1 | 基础任播段，路由稳定，适合长效优选
172.71.0.1,443,172.71.0.1:443,bestcf_pages_dev_entryip_50_txt,,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,172.71.0.1:443#172.71.0.1 | 后端跳板，承载多种非标准加密流量
173.245.52.1,443,173.245.52.1:443,bestcf_pages_dev_entryip_50_txt,,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,173.245.52.1:443#173.245.52.1 | 配套业务段，特征贴近标准网页流量
173.245.56.1,443,173.245.56.1:443,bestcf_pages_dev_entryip_50_txt,,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,173.245.56.1:443#173.245.56.1 | 安全加速点，支持底层协议硬件加速
175.200.140.27,12282,175.200.140.27:12282,bestcf_pages_dev_tiancheng_all_txt,KR,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,175.200.140.27:12282#天诚优选1 | 泡菜欧巴 | KR | 175.200.140.27:12282
175.215.39.167,30700,175.215.39.167:30700,bestcf_pages_dev_tiancheng_all_txt,KR,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,175.215.39.167:30700#天诚优选1 | 泡菜欧巴 | KR | 175.215.39.167:30700
178.128.97.53,443,178.128.97.53:443,tiancheng2,SG,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,178.128.97.53:443#天诚优选2 | 坡县狮城 | SG | 178.128.97.53:443
18.139.162.187,443,18.139.162.187:443,moistr,SG,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,18.139.162.187:443#MoistR优选 | 坡县狮城 | SG | 18.139.162.187:443
18.178.41.33,443,18.178.41.33:443,junzhen_bj,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,18.178.41.33:443#JP [高速 by Jz 27M]
202.85.53.160,7000,202.85.53.160:7000,bestcf_pages_dev_tiancheng_all_txt,HK,,,1458,,,未知,,False,0,,,,,,latency_too_high,1458ms > 1000ms,202.85.53.160:7000#天诚优选1 | 港岛古惑 | HK | 202.85.53.160:7000
18.182.54.28,443,18.182.54.28:443,xinyitang3,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,18.182.54.28:443#Mia优选 | JP @MiaChatChannel | 18.182.54.28:443
219.76.13.169,443,219.76.13.169:443,tiancheng2,HK,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 503: Service Unavailable,219.76.13.169:443#天诚优选2 | 港岛古惑 | HK | 219.76.13.169:443
209.33.166.199,443,209.33.166.199:443,raw_githubusercontent_com_svip_s_cloudflare_ip_refs_heads_main_best_ips_txt,HK,,,1619,,,未知,,False,0,,,,,,latency_too_high,1619ms > 1000ms,209.33.166.199:443#HK [优选高速 339.74ms 8.77Mbps]
219.76.13.181,443,219.76.13.181:443,tiancheng2,HK,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 503: Service Unavailable,219.76.13.181:443#天诚优选2 | 港岛古惑 | HK | 219.76.13.181:443
203.218.35.33,443,203.218.35.33:443,moistr,HK,,,1911,,,未知,,False,0,,,,,,latency_too_high,1911ms > 1000ms,203.218.35.33:443#MoistR优选 | 港岛古惑 | HK | 203.218.35.33:443
211.49.57.178,443,211.49.57.178:443,luoli,KR,,,1880,,,未知,,False,0,,,,,,latency_too_high,1880ms > 1000ms,211.49.57.178:443#洛璃优选 | 泡菜欧巴 | KR | 211.49.57.178:443
188.166.234.172,443,188.166.234.172:443,tiancheng2,SG,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,188.166.234.172:443#天诚优选2 | 坡县狮城 | SG | 188.166.234.172:443
210.179.125.32,12328,210.179.125.32:12328,bestcf_pages_dev_tiancheng_all_txt,KR,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 503: Service Unavailable,210.179.125.32:12328#天诚优选1 | 泡菜欧巴 | KR | 210.179.125.32:12328
190.93.240.1,443,190.93.240.1:443,bestcf_pages_dev_entryip_50_txt,,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,190.93.240.1:443#190.93.240.1 | 跨区域端点，规避常规黑洞及路由封锁
192.124.176.70,443,192.124.176.70:443,tiancheng2,SG,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,192.124.176.70:443#天诚优选2 | 坡县狮城 | SG | 192.124.176.70:443
194.87.10.77,443,194.87.10.77:443,tiancheng2,SG,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,194.87.10.77:443#天诚优选2 | 坡县狮城 | SG | 194.87.10.77:443
195.245.229.66,8443,195.245.229.66:8443,tiancheng2,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,195.245.229.66:8443#天诚优选2 | 小日本子 | JP | 195.245.229.66:8443
195.245.241.135,443,195.245.241.135:443,tiancheng2,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,195.245.241.135:443#天诚优选2 | 小日本子 | JP | 195.245.241.135:443
197.234.240.1,443,197.234.240.1:443,bestcf_pages_dev_entryip_50_txt,,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,197.234.240.1:443#197.234.240.1 | 辅助业务段，流量密度低，适应力强
198.41.128.1,443,198.41.128.1:443,bestcf_pages_dev_entryip_50_txt,,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,198.41.128.1:443#198.41.128.1 | 核心解析入口，CF架构中最高权重级
198.41.130.1,443,198.41.130.1:443,bestcf_pages_dev_entryip_50_txt,,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,198.41.130.1:443#198.41.130.1 | 认证服务段，深度检测通过表现平稳
198.41.194.162,443,198.41.194.162:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,198.41.194.162:443#US-0284c3
198.41.129.1,443,198.41.129.1:443,bestcf_pages_dev_entryip_50_txt,,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,198.41.129.1:443#198.41.129.1 | 业务子网段，适合大规模全域优选
198.41.208.15,443,198.41.208.15:443,raw_githubusercontent_com_joname1_BestCFip_refs_heads_main_ipv4_txt,US,,,,,,未知,,True,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,198.41.208.15:443#US-30b103
3.cf.3666888.xyz,443,3.cf.3666888.xyz:443,bestcf_pages_dev_vps789_top100_txt,,,,1322,,,未知,,,0,,,,,,latency_too_high,1322ms > 1000ms,3.cf.3666888.xyz:443#VPS789优选 | 3.cf.3666888.xyz
219.76.13.177,443,219.76.13.177:443,tiancheng2,HK,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 503: Service Unavailable,219.76.13.177:443#天诚优选2 | 港岛古惑 | HK | 219.76.13.177:443
23.91.96.14,443,23.91.96.14:443,xinyitang3,HK,,,2348,,,未知,,False,0,,,,,,latency_too_high,2348ms > 1000ms,23.91.96.14:443#Mia优选 | HK @MiaChatChannel | 23.91.96.14:443
38.190.210.250,443,38.190.210.250:443,tiancheng2,HK,,,1400,,,未知,,False,0,,,,,,latency_too_high,1400ms > 1000ms,38.190.210.250:443#天诚优选2 | 港岛古惑 | HK | 38.190.210.250:443
211.49.57.179,443,211.49.57.179:443,luoli,KR,,,3940,,,未知,,False,0,,,,,,latency_too_high,3940ms > 1000ms,211.49.57.179:443#洛璃优选 | 泡菜欧巴 | KR | 211.49.57.179:443
23.175.201.2,8443,23.175.201.2:8443,tiancheng2,HK,,,2827,,,未知,,False,0,,,,,,latency_too_high,2827ms > 1000ms,23.175.201.2:8443#天诚优选2 | 港岛古惑 | HK | 23.175.201.2:8443
35.220.179.211,6443,35.220.179.211:6443,moistr,HK,,,1778,,,未知,,False,0,,,,,,latency_too_high,1778ms > 1000ms,35.220.179.211:6443#MoistR优选 | 港岛古惑 | HK | 35.220.179.211:6443
202.144.194.170,443,202.144.194.170:443,luoli,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,202.144.194.170:443#洛璃优选 | 小日本子 | JP | 202.144.194.170:443
38.207.130.231,8443,38.207.130.231:8443,tiancheng2,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 503: Service Unavailable,38.207.130.231:8443#天诚优选2 | 小日本子 | JP | 38.207.130.231:8443
220.128.110.108,43,220.128.110.108:43,bestcf_pages_dev_tiancheng_all_txt,TW,,,3537,,,未知,,False,0,,,,,,latency_too_high,3537ms > 1000ms,220.128.110.108:43#天诚优选1 | 宝岛正妹 | TW | 220.128.110.108:43
211.184.99.67,12232,211.184.99.67:12232,bestcf_pages_dev_tiancheng_all_txt,KR,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,211.184.99.67:12232#天诚优选1 | 泡菜欧巴 | KR | 211.184.99.67:12232
211.196.12.95,15831,211.196.12.95:15831,bestcf_pages_dev_tiancheng_all_txt,KR,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,211.196.12.95:15831#天诚优选1 | 泡菜欧巴 | KR | 211.196.12.95:15831
211.248.156.161,21271,211.248.156.161:21271,bestcf_pages_dev_tiancheng_all_txt,KR,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,211.248.156.161:21271#天诚优选1 | 泡菜欧巴 | KR | 211.248.156.161:21271
211.49.57.175,443,211.49.57.175:443,luoli,KR,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,211.49.57.175:443#洛璃优选 | 泡菜欧巴 | KR | 211.49.57.175:443
211.49.57.161,443,211.49.57.161:443,luoli,KR,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,211.49.57.161:443#洛璃优选 | 泡菜欧巴 | KR | 211.49.57.161:443
219.76.13.183,443,219.76.13.183:443,tiancheng2,HK,,,3988,,,未知,,False,0,,,,,,latency_too_high,3988ms > 1000ms,219.76.13.183:443#天诚优选2 | 港岛古惑 | HK | 219.76.13.183:443
43.133.237.158,8443,43.133.237.158:8443,cf_junzhen_qzz_io_best_ips_txt,KR,,,1597,,,未知,,False,0,,,,,,latency_too_high,1597ms > 1000ms,43.133.237.158:8443#KR [高速 by Jz 20M]
216.23.86.110,8443,216.23.86.110:8443,tiancheng2,JP,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,216.23.86.110:8443#天诚优选2 | 小日本子 | JP | 216.23.86.110:8443
219.76.13.166,443,219.76.13.166:443,tiancheng2,HK,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,219.76.13.166:443#天诚优选2 | 港岛古惑 | HK | 219.76.13.166:443
219.76.13.167,443,219.76.13.167:443,tiancheng2,HK,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,219.76.13.167:443#天诚优选2 | 港岛古惑 | HK | 219.76.13.167:443
219.76.13.180,443,219.76.13.180:443,tiancheng2,HK,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,219.76.13.180:443#天诚优选2 | 港岛古惑 | HK | 219.76.13.180:443
45.221.112.81,443,45.221.112.81:443,tiancheng2,HK,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 503: Service Unavailable,45.221.112.81:443#天诚优选2 | 港岛古惑 | HK | 45.221.112.81:443
45.64.64.1,443,45.64.64.1:443,bestcf_pages_dev_entryip_50_txt,,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 503: Service Unavailable,45.64.64.1:443#45.64.64.1 | 亚洲优化段，地理位置近，物理时延低
43.156.116.194,443,43.156.116.194:443,bestcf_pages_dev_tiancheng_all_txt,SG,,,1750,,,未知,,False,0,,,,,,latency_too_high,1750ms > 1000ms,43.156.116.194:443#天诚优选1 | 坡县狮城 | SG | 43.156.116.194:443
43.156.181.203,443,43.156.181.203:443,tiancheng2,SG,,,1682,,,未知,,False,0,,,,,,latency_too_high,1682ms > 1000ms,43.156.181.203:443#天诚优选2 | 坡县狮城 | SG | 43.156.181.203:443
23.141.52.169,443,23.141.52.169:443,tiancheng2,HK,,,,,,未知,,False,0,,,,,,latency_failed,HTTP Error 504: Gateway Timeout,23.141.52.169:443#天诚优选2 | 港岛古惑 | HK | 23.141.52.169:443
